"","TranscriptID","GO.terms","Protein_name","KEGG_ID","moduleColor","MM.p","MM.cor"
"770","XM_022474462.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 60S ribosomal protein L17-like","crg:105339567","green",0.0290139068781686,0.684448748739173
"771","XM_022436068.1",""," uncharacterized transmembrane protein DDB_G0289901-like","crg:105348243","green",0.0291033160393969,0.684176857781076
"772","XM_022448721.1","GO:0043167"," tripartite motif-containing protein 59-like","crg:105330404","green",0.0295675907816797,0.682774097306193
"773","XM_022475973.1","GO:0043167"," mRNA decay activator protein ZFP36L1-like","crg:105336839","green",0.0297057241113136,0.682359643074628
"774","XM_022460565.1","GO:0005576;GO:0007155;GO:0043167"," uncharacterized","crg:105336475","green",0.0301076672756303,0.681161080502058
"775","XM_022488649.1","GO:0008233;GO:0043167"," carboxypeptidase B-like","crg:105326009","green",0.0307052136145582,0.679399233770399
"776","XM_022487424.1","GO:0005622;GO:0016192;GO:0032991"," trafficking protein particle complex subunit 1-like","crg:105332784","green",0.0308232404349048,0.679054002846981
"777","XM_022471841.1","GO:0005622;GO:0006091;GO:0016491;GO:0032991;GO:0055085"," cytochrome b-c1 complex subunit 8-like","crg:105343627","green",0.0308392354640094,0.679007286336685
"778","XM_022486984.1","GO:0003674"," major antigen-like","crg:105335627","green",0.0318912265079298,0.675970276501346
"779","XM_022448463.1","GO:0030234"," uncharacterized","crg:105336430","green",0.0323985644649685,0.674529945461735
"780","XM_022473624.1","GO:0003674"," neuropeptide prohormone-4-like","crg:105320899","green",0.0326929361850327,0.673701239169832
"781","XM_022487061.1","GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," CCAAT/enhancer-binding protein gamma-like","crg:105345815","green",0.0334968459873221,0.671463608420685
"782","XM_022469954.1","GO:0005198;GO:0008150;GO:0031012"," uncharacterized","crg:105331104","green",0.0342671144225876,0.669353541612883
"783","XM_022487511.1","GO:0043167"," uncharacterized","crg:105328124","green",0.0354039175550132,0.666297338254998
"784","XM_022476300.1","GO:0005575;GO:0016491;GO:0034641;GO:0043167"," probable peptidylglycine alpha-hydroxylating monooxygenase 1","crg:105325836","green",0.03573196233342,0.665427793703314
"785","XM_022460388.1","GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," forkhead box protein K1-like","crg:105320036","green",0.0364616417812929,0.663512825862986
"786","XM_022433073.1","GO:0034641"," U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like","crg:105335261","green",0.0364950136110004,0.663425867038523
"787","XM_022456027.1","GO:0003924;GO:0043167"," ras-related protein Rab-11A","crg:105334311","green",0.0380831666816425,0.659348176295067
"788","XM_022464431.1",""," COMM domain-containing protein 5-like","crg:105338068","green",0.0381681362224109,0.659133272573417
"789","XM_022477509.1","GO:0006790;GO:0006950;GO:0016491;GO:0034641;GO:0051186"," glutathione peroxidase 2-like","crg:105345880","green",0.0384994764062169,0.658298321036744
"790","XM_022450954.1","GO:0008233"," cathepsin L1-like","crg:105331761","green",0.0398167040229523,0.655026105498884
"791","XM_022485495.1","GO:0003723"," RNA-binding protein Musashi homolog Rbp6-like","crg:105336239","green",0.0401545134488976,0.654198707602266
"792","XM_022485984.1","GO:0005829;GO:0031410;GO:0032991"," biogenesis of lysosome-related organelles complex 1 subunit 5-like","crg:105343778","green",0.0416989914309932,0.650474312393267
"793","XM_022472901.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 40S ribosomal protein S16","crg:105344628","green",0.0425340574076678,0.648499110937089
"794","XM_022458552.1",""," lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog","crg:105340323","green",0.042592442207424,0.64836198917855
"795","XM_022482785.1","GO:0007267;GO:0008233;GO:0048856;GO:0051604"," sonic hedgehog protein-like","crg:105317164","green",0.0439975088650735,0.645099420118194
"796","XM_022479490.1",""," caprin-1-like","crg:105340513","green",0.044107920357505,0.644846021103081
"797","XM_022487808.1","GO:0030234"," follistatin-related protein 3-like","crg:105318060","green",0.0443015223867035,0.64440272012868
"798","XM_022482376.1","GO:0003674"," isochorismatase domain-containing protein 1-like","crg:105343648","green",0.0445793452205099,0.643768835394335
"799","XM_022462352.1","GO:0005739"," cytochrome c oxidase subunit 6B-like","crg:105334626;crg:105343615","green",0.0446831164480113,0.643532747989205
"800","XM_022490153.1",""," glycine-rich protein 23-like","crg:105335591","green",0.04644462447967,0.639579979651949
"801","XM_022470942.1",""," uncharacterized","crg:105346284","green",0.0467776817540209,0.638843926921491
"802","XM_022435505.1",""," pre-mRNA-splicing factor SYF2-like","crg:105332885","green",0.0468596729979851,0.638663264498098
"803","XM_022454300.1","GO:0030234"," BPTI/Kunitz domain-containing protein 4-like","crg:105329741","green",0.0474533068340431,0.637361485274102
"804","XM_022487258.1","GO:0006790;GO:0008233;GO:0009056;GO:0034641;GO:0051186"," gamma-glutamyltranspeptidase 1-like","crg:105346832","green",0.0476327400978468,0.636970147065673
"805","XM_022443180.1","GO:0005575"," adiponectin receptor protein-like","crg:105337101","green",0.0485591982151161,0.63496506443295
"806","XM_022435499.1",""," coiled-coil domain-containing protein 174-like","crg:105318756","green",0.0492832223287167,0.633415780441937
"807","XM_022446137.1",""," uncharacterized","crg:109620319","green",0.0498864027098509,0.632136616521385
"808","XM_022488553.1",""," uncharacterized","crg:105344949","red",1.64676616723996e-06,0.975043714814743
"809","XM_022461751.1","GO:0007034"," charged multivesicular body protein 5-like","crg:105321025","red",2.59250396359047e-06,0.972019875627249
"810","XM_022451412.1","GO:0043167"," uncharacterized","crg:105318016","red",6.46928302424084e-06,0.964755498760054
"811","XM_022436740.1",""," uncharacterized","crg:105344949","red",6.91652770685163e-06,0.964154996143052
"812","XM_022471166.1","GO:0005739;GO:0007005;GO:0009056"," uncharacterized","crg:105321887","red",7.13679994095112e-06,0.963869819341055
"813","XM_022439014.1","GO:0007034"," charged multivesicular body protein 2a-like","crg:105320076","red",9.15262465255539e-06,0.96152394498388
"814","XM_022434258.1","GO:0006914"," DNA damage-regulated autophagy modulator protein 2-like","crg:105331839","red",1.11345220271443e-05,0.959567494297729
"815","XM_022471373.1","GO:0043167"," uncharacterized","crg:105318016","red",1.64275838205897e-05,0.955381997085341
"816","XM_022479299.1","GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641"," proto-oncogene c-Fos-like","crg:105337016","red",1.82766604777206e-05,0.954159122409291
"817","XM_022483250.1","GO:0005575;GO:0006464;GO:0009058;GO:0016757"," beta-1,3-galactosyltransferase brn-like","crg:105331369","red",2.04788339702622e-05,0.952817291209553
"818","XM_022470127.1","GO:0005739;GO:0007005;GO:0009056"," uncharacterized","crg:105321887","red",2.59382112089101e-05,0.949901075473566
"819","XM_022446672.1",""," uncharacterized","crg:105321917","red",2.78861721251766e-05,0.948971354797804
"820","XM_022479376.1","GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641"," proto-oncogene c-Fos-like","crg:105337016","red",3.55449140348198e-05,0.945725938404469
"821","XM_022451411.1","GO:0043167"," uncharacterized","crg:105318016","red",4.68043728988595e-05,0.941790608401135
"822","XM_022440546.1",""," angiopoietin-related protein 2-like","crg:105317261","red",6.5391340978718e-05,0.936614304494726
"823","XM_022486289.1","GO:0006464;GO:0016746"," hemocyte protein-glutamine gamma-glutamyltransferase-like","crg:105331606","red",6.53945154991433e-05,0.936613519947523
"824","XM_022490187.1",""," uncharacterized","crg:109620157","red",8.89770667819028e-05,0.931431819250597
"825","XM_022444848.1",""," haloacid dehalogenase-like hydrolase domain-containing 5","crg:105345002","red",9.34503715950712e-05,0.930567322654664
"826","XM_022439876.1","GO:0006810"," IST1 homolog","crg:105325264","red",0.000129927921316798,0.924462731273473
"827","XM_022433579.1","GO:0005575;GO:0016192"," synaptobrevin homolog YKT6-like","crg:105322995","red",0.000164593597610406,0.919745101741856
"828","XM_022484348.1","GO:0005622;GO:0006399;GO:0032991"," probable tRNA N6-adenosine threonylcarbamoyltransferase","crg:105338890","red",0.000257781511555608,0.90994686552887
"829","XM_022467152.1","GO:0016491;GO:0043167"," uncharacterized","crg:105319249;crg:105321463","red",0.000295410816081312,0.906733505991057
"830","XM_022470031.1","GO:0006520;GO:0009058;GO:0016874;GO:0016887;GO:0034641;GO:0043167"," carnosine synthase 1-like","crg:105324334;crg:105317679;crg:105346080","red",0.000308038686352242,0.905722789964317
"831","XM_022460332.1",""," uncharacterized","crg:105322270","red",0.0003130413604686,0.905330794185974
"832","XM_022458261.1","GO:0003674;GO:0007010;GO:0007165;GO:0007267"," syntenin-1-like","crg:105331551","red",0.000362966448482045,0.901650551954736
"833","XM_022455151.1",""," adhesion G protein-coupled receptor E1-like","crg:105345772","red",0.000399321149764345,0.899198400971292
"834","XM_022485612.1","GO:0016491;GO:0043167"," steroid 17-alpha-hydroxylase/17,20 lyase-like","crg:105348415","red",0.000413810651693989,0.898266657440716
"835","XM_022473822.1",""," arrestin domain-containing protein 3-like","crg:105346773","red",0.000423984787974167,0.897626610387189
"836","XM_022479222.1",""," uncharacterized","crg:105346430","red",0.000451284315565194,0.895963127202431
"837","XM_022464397.1","GO:0004518"," uncharacterized","crg:105341822","red",0.000508350224442807,0.89271074604437
"838","XM_022455458.1","GO:0005575"," uncharacterized","crg:105318828","red",0.000520791124578666,0.892037568708694
"839","XM_022470560.1",""," tumor protein D54-like","crg:105320834","red",0.000567342038802327,0.889618509660154
"840","XM_022464362.1",""," uncharacterized","crg:105319543","red",0.000586988646106989,0.888641042074929
"841","XM_022490052.1","GO:0007034"," charged multivesicular body protein 4b-like","crg:105323904","red",0.000622354427334177,0.88694019359629
"842","XM_022467842.1","GO:0005575"," CD63 antigen-like","crg:105345248","red",0.000661447154531658,0.885140415795245
"843","XM_022469531.1",""," hypoxia up-regulated protein 1-like","crg:105325010","red",0.000691659934684436,0.883801998752055
"844","XM_022479259.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003"," histone H1-delta-like","crg:105323921","red",0.000699550231400662,0.883459512971803
"845","XM_022455910.1","GO:0003674;GO:0006520;GO:0009056"," 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like","crg:105332278","red",0.000754072295155085,0.881166894933797
"846","XM_022434391.1","GO:0005575;GO:0022857"," solute carrier family 23 member 2-like","crg:105337846","red",0.000762114597385222,0.880839060230241
"847","XM_022471321.1","GO:0005634;GO:0051276;GO:0065003"," protein SET-like","crg:105339644","red",0.000781525194515397,0.880058082992001
"848","XM_022477835.1","GO:0003723;GO:0004518"," ribonuclease Oy-like","crg:105345088","red",0.000862927214149087,0.876929107753329
"849","XM_022457202.1","GO:0003674;GO:0007010;GO:0007165;GO:0007267"," syntenin-1-like","crg:105331551","red",0.000984545121416289,0.872632908030772
"850","XM_022457391.1","GO:0002376;GO:0003677;GO:0003700;GO:0005622;GO:0008219;GO:0008283;GO:0009058;GO:0032991;GO:0034641"," interferon regulatory factor 1-like","crg:105343805","red",0.00106152188080392,0.870110086447233
"851","XM_022462789.1","GO:0005576;GO:0007155;GO:0043167"," uncharacterized","crg:105324922","red",0.00122079608828024,0.865285480866894
"852","XM_022484965.1","GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0043167"," serine/threonine-protein kinase NLK-like","crg:105343157","red",0.00126061609754589,0.864151535086279
"853","XM_022449624.1","GO:0003924;GO:0005575;GO:0007165;GO:0043167"," ras-related protein Ral-A-like","crg:105325395","red",0.00137501601524367,0.861032329969818
"854","XM_022458400.1","GO:0005975;GO:0016757"," beta-1,4-galactosyltransferase 4-like","crg:105325109","red",0.00137900064046002,0.860927138603856
"855","XM_022468645.1","GO:0003924;GO:0043167"," ras-related protein Rab-5B-like","crg:105327336","red",0.00152447773855941,0.857229192590358
"856","XM_022459290.1",""," WW domain binding protein 1-like","crg:105341230","red",0.00159146933998657,0.855612020808846
"857","XM_022464133.1",""," leucine-rich melanocyte differentiation-associated protein-like","crg:105325595","red",0.00161029135693494,0.855166558678726
"858","XM_022469767.1","GO:0005840;GO:0008135"," eukaryotic translation initiation factor 1-like","crg:105325620","red",0.00166879874538585,0.853805519463942
"859","XM_022461445.1",""," uncharacterized","crg:105319128","red",0.00169563987190415,0.853192670917769
"860","XM_022460333.1",""," uncharacterized","crg:105322270","red",0.00198625598245488,0.84696847704156
"861","XM_022433242.1","GO:0003924;GO:0043167"," ras-related protein Rab6","crg:105339655","red",0.00204303849656231,0.8458305686225
"862","XM_022461620.1","GO:0005622;GO:0006810;GO:0043167"," GTP-binding protein SAR1-like","crg:105341091","red",0.00213000857073205,0.844131227155642
"863","XM_022471734.1","GO:0003674;GO:0005856;GO:0008150;GO:0032991"," cytoplasmic dynein 1 intermediate chain 2-like","crg:105324771","red",0.00219016389988052,0.842984944246875
"864","XM_022475679.1","GO:0005575;GO:0006810"," secretory carrier-associated membrane protein 1-like","crg:105338696","red",0.00227365083740034,0.841431155360918
"865","XM_022469089.1","GO:0003924;GO:0043167"," ras-related protein Rab-9A-like","crg:105336376","red",0.00232443984451745,0.840505965583545
"866","XM_022473157.1",""," glycine-rich protein 23-like","crg:105345215","red",0.00250607482348856,0.837312037737166
"867","XM_022458855.1",""," alpha-crystallin A chain-like","crg:105328795","red",0.00267918262920711,0.834419861911567
"868","XM_022444757.1","GO:0003674"," S-crystallin SL11-like","crg:105320553","red",0.00275664783381592,0.8331691252881
"869","XM_022440862.1","GO:0003674"," S-crystallin SL11-like","crg:105320553","red",0.00294489873458756,0.830231796096832
"870","XM_022444556.1",""," uncharacterized","crg:105346470","red",0.00313977943670933,0.827330068518041
"871","XM_022464972.1",""," UPF0462 protein C4orf33 homolog","crg:105317314","red",0.00317373080125369,0.826837884746725
"872","XM_022468983.1","GO:0016491;GO:0043167"," uncharacterized","crg:105319249;crg:105321463","red",0.00325321418763244,0.825700259502861
"873","XM_022489099.1","GO:0003674"," uncharacterized","crg:105320594","red",0.00335872304161703,0.824220585221522
"874","XM_022461106.1","GO:0008289;GO:0043167"," annexin A4-like","crg:105349178","red",0.00340910778602596,0.82352573809403
"875","XM_022438882.1","GO:0003674"," toll-interacting protein-like","crg:105344950","red",0.00357604325762313,0.821274971778968
"876","XM_022478354.1","GO:0016192;GO:0043167"," EH domain-containing protein 3-like","crg:105343266","red",0.00358234173785136,0.821191540138071
"877","XM_022476947.1","GO:0008289;GO:0043167"," Golgi phosphoprotein 3 homolog sauron-like","crg:105317568","red",0.00361439915421839,0.820768520979227
"878","XM_022443863.1","GO:0003674"," heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog","crg:105333434","red",0.00372687896008013,0.819305231512986
