"","geneSymbol","TranscriptID","GO.terms","Protein_name","KEGG_ID","moduleColor","MM.p","MM.cor"
"551","LOC111110637","XM_022447213.1","GO:0003674"," histone-lysine N-methyltransferase 2E-like","crg:105348314","brown",1.54083477088771e-06,0.832502914833287
"552","LOC111103244","XM_022436333.1","GO:0008289;GO:0031410;GO:0043167;GO:0065003"," phosphatidylinositol-binding clathrin assembly protein LAP-like","crg:105344192","brown",1.63018827615218e-06,0.831480203401605
"553","LOC111118820","XM_022458457.1","GO:0003674"," WD repeat-containing protein 90-like","crg:105338789","brown",1.68541041868839e-06,0.830872626354936
"554","LOC111114893","XM_022453421.1","GO:0004386;GO:0043167"," ATP-dependent RNA helicase DHX8-like","crg:105326740","brown",1.81474146938329e-06,0.829515689930596
"555","LOC111137536","XM_022489011.1",""," TOX high mobility group box family member 4-like","crg:105321112","brown",1.8896216651731e-06,0.828768593398237
"556","LOC111099697","XM_022431107.1","GO:0005856;GO:0008092;GO:0032991"," proteoglycan 4-like","crg:105333402","brown",1.90578529837234e-06,0.828610760495332
"557","LOC111135127","XM_022484885.1","GO:0003674"," GRB10-interacting GYF protein 2-like","crg:105330258","brown",1.9480344987154e-06,0.828203720584256
"558","LOC111132948","XM_022480907.1",""," RRP12-like protein","crg:105336871","brown",2.06890543654596e-06,0.827080794153682
"559","LOC111122264","XM_022463915.1","GO:0005773;GO:0022857;GO:0032991"," V-type proton ATPase 116 kDa subunit a-like","crg:105323790","brown",2.09266645007727e-06,0.826866880844158
"560","LOC111124887","XM_022468144.1","GO:0003674"," armadillo repeat-containing protein 4-like","crg:105345247","brown",2.2187820448491e-06,0.82576613446995
"561","LOC111112131","XM_022449485.1","GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"," kinesin-like protein KIF21A","crg:105336357","brown",2.2569571991519e-06,0.82544381944313
"562","LOC111132798","XM_022480620.1","GO:0006464;GO:0016301;GO:0043167"," serine/threonine-protein kinase mig-15-like","crg:105317077","brown",2.87476472980587e-06,0.820801623856849
"563","LOC111123301","XM_022465552.1",""," la-related protein 1B-like","crg:105331323","brown",3.07675147440431e-06,0.819474694203915
"564","LOC111125013","XM_022468413.1","GO:0005739;GO:0007005;GO:0009056"," mitochondria-eating protein-like","crg:105320964","brown",3.14842939083714e-06,0.819022230067073
"565","LOC111107393","XM_022442574.1","GO:0016491;GO:0043167"," xanthine dehydrogenase/oxidase-like","crg:105320492","brown",3.19999474335469e-06,0.818702305562806
"566","LOC111105526","XM_022439873.1","GO:0003674"," heterogeneous nuclear ribonucleoprotein R-like","crg:105341857","brown",3.22665745946989e-06,0.818538660822113
"567","LOC111114473","XM_022452782.1",""," glucocorticoid-induced transcript 1 protein-like","crg:105342039","brown",3.23474788325027e-06,0.818489240723438
"568","LOC111120232","XM_022460959.1",""," trichohyalin-like","crg:105342068","brown",3.336331109844e-06,0.81787781557357
"569","LOC111134216","XM_022483067.1","GO:0005737;GO:0032991"," eukaryotic translation initiation factor 3 subunit A-like","crg:105339951","brown",3.55078733487281e-06,0.816639084342866
"570","LOC111101889","XM_022434539.1",""," protein O-GlcNAcase-like","crg:105347264","brown",3.69388221941982e-06,0.815848709425017
"571","LOC111127266","XM_022472372.1","GO:0005654;GO:0006464;GO:0009058;GO:0032991;GO:0034641;GO:0051276"," RNA polymerase-associated protein LEO1-like","crg:105321231","brown",3.92538980540025e-06,0.814625340694108
"572","LOC111130237","XM_022477023.1","GO:0005634"," splicing factor 3B subunit 2-like","crg:105319620","brown",4.00338638524458e-06,0.814227469582345
"573","LOC111125468","XM_022469350.1","GO:0005634;GO:0007059;GO:0051276;GO:0140014"," protein Red-like","crg:105335214","brown",4.26497273412492e-06,0.812941128961228
"574","LOC111129009","XM_022475052.1","GO:0003674"," echinoderm microtubule-associated protein-like 2","crg:105327229","brown",4.52102828256738e-06,0.811747571578483
"575","LOC111130297","XM_022477151.1","GO:0007165;GO:0019899"," A-kinase anchor protein 13-like","crg:105319868","brown",4.68137177508208e-06,0.811030113632553
"576","LOC111134888","XM_022484411.1","GO:0005856;GO:0008150;GO:0032991;GO:0043167"," dynein heavy chain 10, axonemal-like","crg:105330782","brown",4.83709217622217e-06,0.8103537492011
"577","LOC111129264","XM_022475534.1","GO:0003677;GO:0009058;GO:0034641"," prospero homeobox protein 1-like","crg:105345931","brown",5.4020415267353e-06,0.808050765672225
"578","LOC111123630","XM_022466084.1","GO:0003723;GO:0005634;GO:0006397;GO:0032991"," protein CASC3-like","crg:105345158","brown",5.47129592942827e-06,0.807783212663748
"579","LOC111118823","XM_022458468.1",""," protein FAM149B1-like","crg:105337221","brown",5.74866941786326e-06,0.806740632829316
"580","LOC111135550","XM_022485704.1","GO:0003723;GO:0005634;GO:0006397"," RNA-binding protein 39-like","crg:105318988","brown",6.08125954238775e-06,0.80554731091874
"581","LOC111129219","XM_022475467.1","GO:0003677;GO:0004386;GO:0005737;GO:0034655;GO:0043167"," regulator of nonsense transcripts 1-like","crg:105331061","brown",6.11631277762119e-06,0.80542490677548
"582","LOC111122801","XM_022464736.1","GO:0005575;GO:0022857"," band 3 anion transport protein-like","crg:105321687","brown",6.43409582743613e-06,0.80434251006579
"583","LOC111121142","XM_022462287.1",""," uncharacterized","crg:105335757","brown",6.67934850813269e-06,0.803538834988267
"584","LOC111126335","XM_022470880.1","GO:0005575;GO:0022857"," protein catecholamines up-like","crg:105323687","brown",6.83661807912967e-06,0.803037018698233
"585","LOC111120873","XM_022461883.1","GO:0003723;GO:0006397;GO:0043167"," splicing factor 1-like","crg:105342130","brown",7.82936076170877e-06,0.800085097559704
"586","LOC111125298","XM_022468917.1",""," uncharacterized","crg:105324877","brown",8.2315029091746e-06,0.798982268007695
"587","LOC111101544","XM_022434069.1",""," mucin-2-like","crg:105347829","brown",8.44459701368908e-06,0.798416933476667
"588","LOC111119770","XM_022460244.1","GO:0043167"," EF-hand calcium-binding domain-containing protein 6-like","crg:105337196","brown",9.34080459163019e-06,0.796168575407537
"589","LOC111121315","XM_022462530.1","GO:0006464;GO:0016853"," uncharacterized","crg:105328230","brown",9.51950646346388e-06,0.795743057958065
"590","LOC111133985","XM_022482729.1","GO:0043167"," zinc finger CCCH domain-containing protein 18-like","crg:105345285","brown",9.77408830613558e-06,0.795148811706227
"591","LOC111103338","XM_022436529.1",""," trichohyalin-like","crg:105320798","brown",1.01355034533909e-05,0.794328113940188
"592","LOC111130039","XM_022476705.1","GO:0005622;GO:0042254"," 60S acidic ribosomal protein P0-like","crg:105319364","brown",1.13105114559918e-05,0.791826586909389
"593","LOC111109804","XM_022446044.1","GO:0003674"," RNA-binding protein 5-like","crg:105331958","brown",1.19275480570661e-05,0.790603034870211
"594","LOC111130209","XM_022476994.1",""," coiled-coil domain-containing protein 171-like","crg:105318092","brown",1.20817777372841e-05,0.790305894182
"595","LOC111133070","XM_022481146.1",""," MICOS complex subunit MIC60-like","crg:105323085","brown",1.29114804595867e-05,0.788762256065786
"596","LOC111131784","XM_022479490.1",""," caprin-1-like","crg:105340513","brown",1.36808800105207e-05,0.787406673352979
"597","LOC111112993","XM_022450908.1","GO:0003924;GO:0005198;GO:0005856;GO:0008150;GO:0043167"," tubulin alpha-1A chain","crg:105347347","brown",1.39834769643634e-05,0.786891793510682
"598","LOC111120054","XM_022460700.1","GO:0043167"," probable ATP-dependent RNA helicase DDX46","crg:105345480","brown",1.4326300066109e-05,0.78632013722124
"599","LOC111104054","XM_022437764.1","GO:0016491;GO:0043167"," sorbitol dehydrogenase-like","crg:105324767","brown",1.57947793715887e-05,0.783999574879502
"600","LOC111130225","XM_022477011.1","GO:0016491"," retinal dehydrogenase 1-like","crg:105334906","brown",1.72196120638022e-05,0.781922137614444
"601","LOC111128721","XM_022474508.1","GO:0003674"," DAZ-associated protein 1-like","crg:105317918","brown",1.75819935926664e-05,0.78141786410375
"602","LOC111124016","XM_022466861.1","GO:0003674;GO:0005856;GO:0032991"," paramyosin-like","crg:105329634","brown",1.84113833319841e-05,0.78029712949255
"603","LOC111135433","XM_022485495.1","GO:0003723"," RNA-binding protein Musashi homolog Rbp6-like","crg:105336239","brown",2.07821901287124e-05,0.777321180275192
"604","LOC111130534","XM_022477682.1","GO:0003674"," spectrin beta chain-like","crg:105340614","brown",2.21029159935469e-05,0.775790074719734
"605","LOC111130344","XM_022477314.1","GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641"," nuclear factor erythroid 2-related factor 2-like","crg:105321326","brown",2.41302294910009e-05,0.77358883928853
"606","LOC111119855","XM_022460388.1","GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," forkhead box protein K1-like","crg:105320036","brown",2.4136980315359e-05,0.773581783946965
"607","LOC111115153","XM_022453791.1","GO:0003674;GO:0006397"," pre-mRNA-processing factor 40 homolog A-like","crg:105326953","brown",2.50527584090197e-05,0.772640324100897
"608","LOC111129603","XM_022476057.1","GO:0006464;GO:0016757"," tankyrase-like protein","crg:105319280","brown",2.65133988183107e-05,0.771199232043609
"609","LOC111134647","XM_022483879.1","GO:0003674"," coronin-1B-like","crg:105329765","brown",2.75128041499278e-05,0.770252688106387
"610","LOC111122773","XM_022464670.1",""," uncharacterized protein KIAA2012 homolog","crg:105325012","brown",2.76526533021252e-05,0.770122642078047
"611","LOC111112319","XM_022449758.1","GO:0043167"," ADP-ribosylation factor 2","crg:105338307","brown",2.80191582927415e-05,0.769784535863728
"612","LOC111122921","XM_022464957.1","GO:0003674;GO:0008150"," uncharacterized","crg:105319624","brown",2.83134086071682e-05,0.769515871754045
"613","LOC111123410","XM_022465711.1",""," la-related protein 1B-like","crg:105331323","brown",2.85132963534176e-05,0.769334753518924
"614","LOC111103801","XM_022437282.1","GO:0003677"," cell division cycle 5-like protein","crg:105334527","brown",2.96634991030314e-05,0.768313617003338
"615","LOC111125740","XM_022469820.1","GO:0003674"," armadillo repeat-containing protein 3-like","crg:105327398","brown",3.20912366194636e-05,0.766267170508221
"616","LOC111135428","XM_022485487.1","GO:0043167"," RING finger protein 10-like","crg:105324392","brown",3.2709883772635e-05,0.765767364672358
"617","LOC111114302","XM_022452590.1","GO:0003674"," RNA-binding protein 45-like","crg:105342718","brown",3.28765188133106e-05,0.765634152007235
"618","LOC111120091","XM_022460763.1",""," transmembrane protein 184B-like","crg:105341029","brown",3.70788259297899e-05,0.762455537640668
"619","LOC111136118","XM_022486739.1",""," protein LSM14 homolog B-B-like","crg:105328630","brown",3.72507025213444e-05,0.762332356727894
"620","LOC111126448","XM_022471108.1","GO:0005575;GO:0022857"," histidine-rich membrane protein KE4 homolog 2-like","crg:105323687","brown",3.81968379493473e-05,0.761663029042407
"621","LOC111130147","XM_022476882.1","GO:0005575;GO:0022857"," sodium-dependent proline transporter-like","crg:105321334","brown",4.0591572472474e-05,0.760031436516361
"622","LOC111107009","XM_022441934.1","GO:0003674"," neuroglian-like","crg:105342527","brown",4.51108141437524e-05,0.757168779218824
"623","LOC111119371","XM_022459458.1","GO:0003674"," filamin-A-like","crg:105327831","brown",4.63007613176386e-05,0.756456754792612
"624","LOC111119946","XM_022460530.1","GO:0003674"," WD repeat-containing protein 78-like","crg:105327708","brown",4.77761138553059e-05,0.755595782807744
"625","LOC111124560","XM_022467522.1","GO:0005634;GO:0006397;GO:0006913;GO:0032991"," THO complex subunit 2-like","crg:105330153","brown",5.11052757339424e-05,0.753735084835741
"626","LOC111103015","XM_022435995.1","GO:0003674"," agrin-like","crg:105343051","brown",5.11174287009596e-05,0.753728488391671
"627","LOC111131290","XM_022478739.1","GO:0006629;GO:0009058;GO:0016491;GO:0043167"," cholesterol 25-hydroxylase-like protein 1, member 2","crg:105321530","brown",5.21126943170246e-05,0.753192857132862
"628","LOC111110128","XM_022446499.1","GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," hepatic leukemia factor-like","crg:105322188","brown",5.25041725734249e-05,0.752984611874466
"629","LOC111126759","XM_022471598.1","GO:0003674"," oral-facial-digital syndrome 1 protein-like","crg:105331328","brown",5.27137806001568e-05,0.752873667292576
"630","LOC111133214","XM_022481367.1","GO:0043167"," ATP-dependent RNA helicase DDX3X-like","crg:105341865","brown",5.28674012427161e-05,0.752792600420175
"631","LOC111115715","XM_022454548.1","GO:0005929;GO:0022607"," cilia- and flagella-associated protein 221-like","crg:105328686","brown",5.42836391172209e-05,0.752054754861038
"632","LOC111100481","XM_022432412.1",""," tubby-related protein 3-like","crg:105339740","brown",5.43927957111978e-05,0.751998584126202
"633","LOC111115149","XM_022453786.1",""," collagen alpha-1(XI) chain-like","crg:105346422","brown",5.49369244536066e-05,0.751720038080231
"634","LOC111110780","XM_022447390.1","GO:0004518;GO:0005737;GO:0006397;GO:0032991;GO:0034655"," PAB-dependent poly(A)-specific ribonuclease subunit PAN2-like","crg:105333996","brown",5.64188327967309e-05,0.750973438410466
"635","LOC111110793","XM_022447408.1","GO:0008092"," WAS/WASL-interacting protein family member 1-like","crg:105345128","brown",5.67972514424455e-05,0.750785527661428
"636","LOC111121822","XM_022463253.1",""," spermatogenesis-associated protein 6-like","crg:105341244","brown",5.99916418244867e-05,0.749241332891444
"637","LOC111128484","XM_022474094.1",""," extensin-like","crg:105321190","brown",6.08333276641188e-05,0.748846391699754
"638","LOC111124992","XM_022468369.1","GO:0005856;GO:0008092;GO:0032991;GO:0043167"," microtubule-actin cross-linking factor 1-like","crg:105327339","brown",6.09666181859534e-05,0.748784285214467
"639","LOC111136988","XM_022488197.1","GO:0005622;GO:0009056;GO:0030234;GO:0032991"," 26S proteasome non-ATPase regulatory subunit 1-like","crg:105330688","brown",6.30665184785537e-05,0.74782112147272
"640","LOC111134721","XM_022484034.1","GO:0005198;GO:0031012;GO:0032991"," collagen alpha-2(IV) chain-like","crg:105329196","brown",6.37832694549339e-05,0.747498754934599
"641","LOC111126707","XM_022471530.1","GO:0003674;GO:0005576;GO:0008150"," uncharacterized","crg:105327928","brown",6.41530261150828e-05,0.747333684008008
"642","LOC111119099","XM_022458928.1",""," uncharacterized","crg:105348066","brown",6.53318220682711e-05,0.746812904546188
"643","LOC111120563","XM_022461367.1","GO:0003674"," WD repeat-containing protein 63-like","crg:105321599","brown",6.60504050995845e-05,0.746499440895917
"644","LOC111116477","XM_022455477.1","GO:0005622;GO:0042254"," 60S acidic ribosomal protein P0-like","crg:105319364","brown",6.61160142851567e-05,0.746470968631152
"645","LOC111130886","XM_022478157.1","GO:0003674"," cleavage and polyadenylation specificity factor subunit 6-like","crg:105337321","brown",6.67555107439329e-05,0.74619472826591
"646","LOC111134722","XM_022484035.1","GO:0005198;GO:0031012;GO:0032991"," collagen alpha-2(IV) chain-like","crg:109618862","brown",6.85902760295241e-05,0.745414762755159
"647","LOC111101086","XM_022433375.1",""," trichohyalin-like","crg:105320798","brown",7.30677967581499e-05,0.743584961043455
"648","LOC111136035","XM_022486611.1","GO:0005654;GO:0006464;GO:0008283;GO:0032991;GO:0051276"," inhibitor of growth protein 5-like","crg:105332030","brown",8.11497880642183e-05,0.740515917395099
"649","LOC111130470","XM_022477569.1","GO:0003674"," galectin-8-like","crg:105342811","brown",8.19732524853574e-05,0.74021833306916
"650","LOC111121198","XM_022462356.1","GO:0003674"," uncharacterized","crg:105334579","brown",8.54525979678829e-05,0.738988964315584
"651","LOC111125967","XM_022470283.1",""," pre-mRNA-splicing factor 38B-like","crg:105335725","brown",8.70793607123545e-05,0.738429039986452
